WORD_LOWER	EMO_MEAN	AROUSAL_MEAN	WORD_CLASS
unwesen	-1,6	3,277777778	N
unwetter	-1,2	3,777777778	N
urlaub	2,45	2,5625	N
urlauber	1,9	2,375	N
urne	-1,6	2,944444444	N
urteil	-0,15	3,222222222	N
urwald	1,35	2,611111111	N
vampir	-0,5	3,722222222	N
vanille	1,3	2,333333333	N
vater	2,1	2,666666667	N
vaterland	-0,352941176	2,368421053	N
vehemenz	-0,4	3,588235294	N
veilchen	1	2	N
ventil	0,45	2,578947368	N
venus	1,6	3	N
veranda	1,1	1,833333333	N
verändern	0,764705882	2,80952381	V
verarmen	-1,8	3,666666667	V
verband	-1,18	2,95	N
verbessern	0,941176471	2,894736842	V
verbieten	-1,558823529	3,238095238	V
verbinden	1,205882353	2,526315789	V
verbot	-1,8	3,285714286	N
verboten	-1,7	3,5	A
verbrechen	-2,029411765	3,571428571	N
verdacht	-0,7	3,476190476	N
verdanken	1,147058824	2,619047619	V
verderb	-2,1	3,5	N
verdienen	0,764705882	3,095238095	V
verdienst	0,941176471	3,052631579	N
verdreht	-1	2,315789474	A
verehrer	1,5	3,882352941	N
verenden	-2,3	3,714285714	V
verfahren	-0,558823529	2,607142857	N
verfall	-1,8	3,5	N
verfassung	0,176470588	3,047619048	N
verflixt	-0,9	3,526315789	A
verfolgen	-1,735294118	3,7	V
verfügen	-0,088235294	2,428571429	V
verfügung	-0,382352941	1,947368421	N
vergasen	-2,8	4	V
vergeben	0,2	2,368421053	V
vergehen	-1,382352941	3,142857143	V
vergessen	-0,970588235	2,904761905	V
verhaften	-1,823529412	4,1	V
verhältnis	0,617647059	3,052631579	N
verhindern	-0,647058824	2,157894737	V
verirren	-1,7	3,5	V
verkaufen	-0,617647059	2,428571429	V
verkehr	-0,235294118	3,222222222	N
verlangen	0,147058824	3,238095238	V
verlassen	-1,5	3,19047619	V
verlaufen	-0,529411765	3,047619048	V
verlegen	-0,411764706	2,238095238	V
verleihen	-0,176470588	2,142857143	V
verletzen	-1,941176471	4,033333333	V
verletzt	-1,8	3,944444444	A
verletzung	-1,911764706	3,642857143	N
verlieren	-1,558823529	3	V
verlies	-2	3,444444444	N
verloben	0,8	2,421052632	V
verlogen	-2,3	3,526315789	A
verlust	-2,2	3,476190476	N
vermeiden	-0,617647059	2,105263158	V
vermieten	-0,058823529	2,476190476	V
vermögen	1,323529412	2,888888889	N
vermuten	-0,1	2,277777778	V
vernichten	-1,970588235	3,523809524	V
vernunft	1,5	2,611111111	N
verrat	-2,4	4	N
verraten	-1,647058824	3,888888889	V
verruf	-1,65	3,578947368	N
versagen	-1,647058824	3,523809524	V
versager	-2,1	3,470588235	N
versehen	-0,411764706	2,529411765	N
versetzen	-0,676470588	2,631578947	V
versichern	0,529411765	1,947368421	V
versorgung	0,941176471	2,578947368	N
verstand	1,9	2,722222222	N
verstärken	0,882352941	2,578947368	V
versteck	-0,2	3,125	N
verstehen	1,735294118	2,842105263	V
versuch	0,2	2,555555556	N
verteilen	1,029411765	1,947368421	V
vertrag	-0,382352941	2,722222222	N
vertrauen	2,205882353	3,526315789	N
vertraut	1,9	1,611111111	A
vertreten	-0,088235294	2,105263158	V
vertreter	-0,735294118	2,095238095	N
verwaist	-1,1	2,684210526	A
verwaltung	-1,117647059	2,523809524	N
verwandeln	1,147058824	2,368421053	V
verwandt	0,4	1,944444444	A
verwegen	0,6	3,842105263	A
verweigern	-0,911764706	3	V
verweint	-1,6	2,578947368	A
verweis	-1,5	3	N
verweisen	-0,411764706	2,428571429	V
verwesen	-2,2	3,105263158	V
verzehr	0,4	2,444444444	N
verzicht	-1,3	2,944444444	N
verzichten	-1,147058824	2,619047619	V
veto	-0,6	2,684210526	N
villa	1,4	2,555555556	N
virus	-2,15	4,052631579	N
visum	-0,05	2,888888889	N
vital	2,2	2,9	A
vitamin	1,8	2,222222222	N
vogel	1,2	2,444444444	N
volk	0,147058824	2,333333333	N
vollmond	1,6	2,4375	N
vollziehen	-0,323529412	2,263157895	V
vorbau	0,5	2,368421053	N
vorbild	1,1	2,777777778	N
voreilig	-1,2	2,842105263	A
vorfall	-0,5	3,111111111	N
vorhaben	0,970588235	2,789473684	N
vorkommen	0,176470588	2,052631579	N
vorliebe	1,4	2,444444444	N
vormund	-0,6	2,157894737	N
vornehm	0,9	2,263157895	A
vornehmen	0,647058824	2,523809524	V
vorrat	1,25	2,055555556	N
vorschlag	0,911764706	2,904761905	N
vorsicht	0,2	4,058823529	N
vorsorge	1,4	2,166666667	N
vorspiel	1,9	4,117647059	N
vorstand	-0,941176471	2,052631579	N
vorstellen	1,558823529	2,526315789	V
vorteil	1,8	2,75	N
vortrag	0	2,333333333	N
vorwand	-0,8	2,952380952	N
vorwurf	-1,8	3,380952381	N
vorzug	0,9	2,476190476	N
vulkan	0,2	3,684210526	N
waage	0,4	2,166666667	N
wabe	0,32	2,41	N
wache	-0,7	2,315789474	N
wachsam	1,1	3,421052632	A
wachsen	1,264705882	2,333333333	V
wachstum	1,6	2,588235294	N
waffe	-2,35	4,238095238	N
waffel	1,95	2,27	N
wagemut	1,1	3,333333333	N
wagen	1,058823529	2,111111111	N
wagnis	0,4	3,947368421	N
wahl	0,117647059	2,777777778	N
wählen	0,058823529	2,631578947	V
wahllos	-0,8	2,684210526	A
wahn	-2,3	3,833333333	N
wahnsinn	-1,7	4,111111111	N
wahren	0,558823529	1,964285714	V
wahrheit	2,5	3	N
waise	-1,85	3,105263158	N
wald	1,5	2,166666667	N
walnuss	0,86	1,86	N
walzer	1,05	2,315789474	N
wand	-0,264705882	1,944444444	N
wandern	0,2	2,3	V
wange	1,2	1,666666667	N
wanne	1,15	1,666666667	N
wanze	-1,3	3,444444444	N
warm	2,2	2,166666667	A
warnen	-0,2	4	V
warnung	-0,3	3,555555556	N
warterei	-1,7	2,777777778	N
warze	-1,8	3,105263158	N
wasser	1,55	1,833333333	N
watte	1	1,7	N
weber	0	1,722222222	N
wecken	-0,6	2,947368421	V
wecker	-1,64	3,59	N
weg	0,882352941	2,714285714	N
wegjagen	-1,7	4,052631579	V
wehklage	-1,9	3,411764706	N
wehmut	-1,1	3,5	N
wehr	-0,6	2,421052632	N
wehren	-0,176470588	3,8	V
wehrlos	-1,7	3,888888889	A
weiblich	1,9	2,888888889	A
weich	1,2	1,368421053	A
weichen	-0,764705882	2	V
weide	1,25	1,555555556	N
weigern	-1,2	3,578947368	V
wein	1,8	2,333333333	N
weinen	-0,882352941	3,777777778	V
weise	1,8	2,1	A
weisen	0,382352941	2,19047619	V
weisheit	2,3	2,176470588	N
weit	0,5	2,263157895	A
weite	1,4	2,222222222	N
welken	-1,5	2,35	V
welle	1,65	3,055555556	N
welpe	1,95	2	N
welt	1,9	2,888888889	N
weltall	0,8	3,315789474	N
weltfern	-1,3	2,157894737	A
weltkrieg	-2,823529412	4,619047619	N
weltruhm	1,8	3,705882353	N
wenden	0,294117647	2,095238095	V
wenig	-0,9	1,526315789	A
werbung	-0,5	2,941176471	N
werfen	-0,205882353	1,904761905	V
werk	0,676470588	2,473684211	N
wert	1,058823529	2,5	N
wertlos	-1,4	2,421052632	A
wertvoll	1,9	2,611111111	A
werwolf	-1,7	3,777777778	N
wespe	-1,2	3,5	N
weste	-0,09	1,91	N
wetten	0,6	3,052631579	V
whisky	0,4	2,666666667	N
widerstand	0,205882353	3,210526316	N
widmen	1,147058824	2,105263158	V
wiege	1,1	1,277777778	N
wiese	1,55	1,411764706	N
wille	1,7	3,25	N
willen	1,235294118	2,944444444	N
wind	1,264705882	2,333333333	N
winseln	-1,7	2,631578947	V
winter	0,323529412	2,055555556	N
wippe	1	2,82	N
wirken	0,941176471	2,473684211	V
wirkung	0,6	2,368421053	N
wirrnis	-1,6	3,444444444	N
wissen	2,029411765	2,666666667	N
witwe	-1,35	3,333333333	N
witwer	-1,35	2,894736842	N
woche	0,15	1,944444444	N
wochenende	2,382352941	3,684210526	N
wodka	-0,1	3	N
wohltat	1,8	1,75	N
wohnen	1,411764706	1,964285714	V
wohnheim	-0,4	2,529411765	N
wohnung	1,1	2	N
wolke	1	1,888888889	N
wolle	0,9	2	N
wollen	0,764705882	2,523809524	V
wollust	1,1	3,722222222	N
wonne	1,85	2,263157895	N
wort	0,764705882	2	N
wortkarg	-0,9	1,631578947	A
wuchern	-1,6	3,529411765	V
wucht	-0,3	4,05	N
wunde	-1,75	3,882352941	N
wunder	1,85	3,625	N
wundern	-0,1	2,833333333	V
wunsch	1,6	2,45	N
wünschen	1,529411765	3,263157895	V
würdigen	1,176470588	2,894736842	V
würfel	0,45	2,82	N
wurm	-1,36	2,73	N
wurst	0,5	2,45	N
yacht	1	2,578947368	N
zaghaft	-0,8	1,473684211	A
zahl	0,058823529	2,222222222	N
zahlen	-0,558823529	2,35	V
zählen	0,117647059	1,933333333	V
zahlung	-0,7	3,047619048	N
zahm	0,5	1,368421053	A
zahn	-0,5	2,73	N
zahnarzt	-1,5	4,117647059	N
zange	-0,6	2,105263158	N
zank	-1,6	3,444444444	N
zäpfchen	-1,77	3,73	N
zart	1,7	2,222222222	A
zauber	1,55	3,555555556	N
zauberei	1,4	3,388888889	N
zauberer	1,4	3,5	N
zaubern	1,4	2,607142857	V
zaudern	-1	2,473684211	V
zebra	1,09	2,82	N
zeche	-0,9	2,421052632	N
zeigen	0,588235294	2,238095238	V
zeitlos	0,4	2,166666667	A
zeitnot	-1,9	3,611111111	N
zeitung	0,6	2,571428571	N
zelle	-0,95	3,19047619	N
zensur	-1	3,7	N
zerfall	-1,6	3,3125	N
zerlegen	-0,2	2,736842105	V
zerlumpt	-1,9	2,944444444	A
zerrung	-1,8	3,444444444	N
zerstören	-2,529411765	3,928571429	V
zettel	0,5	2,111111111	N
zeuge	0,05	2,722222222	N
zeugin	0	3,352941176	N
zeugnis	-0,6	3,380952381	N
ziege	0,6	1,952380952	N
ziegel	0,41	2,09	N
ziehen	-0,294117647	1,842105263	V
ziel	2	3,055555556	N
ziellos	-1,6	3	A
zierlich	0,3	1,888888889	A
zigarette	-0,882352941	3,238095238	N
zigarre	-0,2	2,611111111	N
zimmer	1,05	1,666666667	N
zins	-0,5	2,666666667	N
zirkus	0,85	2,857142857	N
zitat	0,6	2,476190476	N
zitrone	0,8	2,789473684	N
zittern	-1,5	3,555555556	V
zögern	-0,852941176	2,761904762	V
zoll	-0,8	2,368421053	N
zopf	0,77	2,18	N
zorn	-1,8	4,117647059	N
zornig	-1,4	4,210526316	A
zufall	0,7	2,464285714	N
zuflucht	1,2	2,777777778	N
zugabe	1,5	2,941176471	N
zugeben	0,6	2,333333333	V
zuhause	2,5	1,882352941	N
zujubeln	1,6	3,166666667	V
zukunft	2,2	3,705882353	N
zulassen	0,617647059	2,80952381	V
zunehmen	-1,235294118	3,19047619	V
zunge	0,9	2,904761905	N
zusage	1,6	2,588235294	N
zustand	0	2,1875	N
zustimmen	0,970588235	2,473684211	V
zustimmung	1,205882353	2,526315789	N
zwang	-2,1	4,15	N
zwanglos	1,1	2,421052632	A
zweck	-0,176470588	2,222222222	N
zwecklos	-2	2,210526316	A
zweifel	-1,5	3,095238095	N
zwieback	0,36	1,77	N
zwiebel	-0,73	2,77	N
zwingen	-2,088235294	3,833333333	V
zwist	-1,3	3,85	N
zylinder	-0,18	2,14	N
zynismus	-1,1	3,833333333	N
